,year,state,state_po,state_fips,state_cen,state_ic,office,district,stage,runoff,special,candidate,party,writein,mode,candidatevotes,totalvotes,unofficial,version,fusion_ticket,vote_percentage
3429,2024,MICHIGAN,MI,26,34,23,US HOUSE,13,GEN,False,False,SHRI THANEDAR,DEMOCRAT,False,TOTAL,220788,321649,False,20250910,False,68.64
3431,2024,MINNESOTA,MN,27,41,33,US HOUSE,1,GEN,False,False,BRAD FINSTAD,REPUBLICAN,False,TOTAL,220929,377601,False,20250910,False,58.51
3432,2024,MINNESOTA,MN,27,41,33,US HOUSE,1,GEN,False,False,RACHEL BOHMAN,DEMOCRATIC-FARMER-LABOR,False,TOTAL,156375,377601,False,20250910,False,41.41
3434,2024,MINNESOTA,MN,27,41,33,US HOUSE,2,GEN,False,False,ANGIE CRAIG,DEMOCRAT,False,TOTAL,231751,417319,False,20250910,False,55.53
3435,2024,MINNESOTA,MN,27,41,33,US HOUSE,2,GEN,False,False,JOE TEIRAB,REPUBLICAN,False,TOTAL,175621,417319,False,20250910,False,42.08
3438,2024,MINNESOTA,MN,27,41,33,US HOUSE,3,GEN,False,False,KELLY MORRISON,DEMOCRATIC-FARMER-LABOR,False,TOTAL,240209,411140,False,20250910,False,58.43
3439,2024,MINNESOTA,MN,27,41,33,US HOUSE,3,GEN,False,False,TAD JUDE,REPUBLICAN,False,TOTAL,170427,411140,False,20250910,False,41.45
3441,2024,MINNESOTA,MN,27,41,33,US HOUSE,4,GEN,False,False,BETTY MCCOLLUM,DEMOCRAT,False,TOTAL,242802,361043,False,20250910,False,67.25
3442,2024,MINNESOTA,MN,27,41,33,US HOUSE,4,GEN,False,False,MAY LOR XIONG,REPUBLICAN,False,TOTAL,117618,361043,False,20250910,False,32.58
3444,2024,MINNESOTA,MN,27,41,33,US HOUSE,5,GEN,False,False,DALIA AL-AQIDI,REPUBLICAN,False,TOTAL,86213,351047,False,20250910,False,24.56
3445,2024,MINNESOTA,MN,27,41,33,US HOUSE,5,GEN,False,False,ILHAN OMAR,DEMOCRAT,False,TOTAL,261066,351047,False,20250910,False,74.37
3447,2024,MINNESOTA,MN,27,41,33,US HOUSE,6,GEN,False,False,JEANNE HENDRICKS,DEMOCRATIC-FARMER-LABOR,False,TOTAL,155836,416496,False,20250910,False,37.42
3448,2024,MINNESOTA,MN,27,41,33,US HOUSE,6,GEN,False,False,TOM EMMER,REPUBLICAN,False,TOTAL,260095,416496,False,20250910,False,62.45
3450,2024,MINNESOTA,MN,27,41,33,US HOUSE,7,GEN,False,False,"A J \""JOHN\"" PETERS",DEMOCRATIC-FARMER-LABOR,False,TOTAL,114979,390510,False,20250910,False,29.44
3451,2024,MINNESOTA,MN,27,41,33,US HOUSE,7,GEN,False,False,MICHELLE FISCHBACH,REPUBLICAN,False,TOTAL,275098,390510,False,20250910,False,70.45
3453,2024,MINNESOTA,MN,27,41,33,US HOUSE,8,GEN,False,False,JEN SCHULTZ,DEMOCRATIC-FARMER-LABOR,False,TOTAL,176724,421606,False,20250910,False,41.92
3454,2024,MINNESOTA,MN,27,41,33,US HOUSE,8,GEN,False,False,PETE STAUBER,REPUBLICAN,False,TOTAL,244498,421606,False,20250910,False,57.99
3456,2024,MISSISSIPPI,MS,28,64,46,US HOUSE,1,GEN,False,False,DIANNE DODSON BLACK,DEMOCRAT,False,TOTAL,96697,320286,False,20250910,False,30.19
3457,2024,MISSISSIPPI,MS,28,64,46,US HOUSE,1,GEN,False,False,TRENT KELLY,REPUBLICAN,False,TOTAL,223589,320286,False,20250910,False,69.81
3458,2024,MISSISSIPPI,MS,28,64,46,US HOUSE,2,GEN,False,False,BENNIE G. THOMPSON,DEMOCRAT,False,TOTAL,177885,286841,False,20250910,False,62.02
3459,2024,MISSISSIPPI,MS,28,64,46,US HOUSE,2,GEN,False,False,RON ELLER,REPUBLICAN,False,TOTAL,108956,286841,False,20250910,False,37.98
3460,2024,MISSISSIPPI,MS,28,64,46,US HOUSE,3,GEN,False,False,MICHAEL GUEST,REPUBLICAN,False,TOTAL,265159,265159,False,20250910,False,100.0
3461,2024,MISSISSIPPI,MS,28,64,46,US HOUSE,4,GEN,False,False,CRAIG ELLIOT RAYBON,DEMOCRAT,False,TOTAL,75771,290866,False,20250910,False,26.05
3462,2024,MISSISSIPPI,MS,28,64,46,US HOUSE,4,GEN,False,False,MIKE EZELL,REPUBLICAN,False,TOTAL,215095,290866,False,20250910,False,73.95
3467,2024,MISSOURI,MO,29,43,34,US HOUSE,1,GEN,False,False,WESLEY BELL,DEMOCRAT,False,TOTAL,233312,307265,False,20250910,False,75.93
3468,2024,MISSOURI,MO,29,43,34,US HOUSE,2,GEN,False,False,ANN WAGNER,REPUBLICAN,False,TOTAL,233444,428392,False,20250910,False,54.49
3470,2024,MISSOURI,MO,29,43,34,US HOUSE,2,GEN,False,False,RAY HARTMANN,DEMOCRAT,False,TOTAL,182056,428392,False,20250910,False,42.5
3472,2024,MISSOURI,MO,29,43,34,US HOUSE,3,GEN,False,False,BETHANY E. MANN,DEMOCRAT,False,TOTAL,138532,392463,False,20250910,False,35.3
3473,2024,MISSOURI,MO,29,43,34,US HOUSE,3,GEN,False,False,BOB ONDER,REPUBLICAN,False,TOTAL,240620,392463,False,20250910,False,61.31
3477,2024,MISSOURI,MO,29,43,34,US HOUSE,4,GEN,False,False,JEANETTE CASS,DEMOCRAT,False,TOTAL,96568,365696,False,20250910,False,26.41
3478,2024,MISSOURI,MO,29,43,34,US HOUSE,4,GEN,False,False,MARK ALFORD,REPUBLICAN,False,TOTAL,259886,365696,False,20250910,False,71.07
3480,2024,MISSOURI,MO,29,43,34,US HOUSE,5,GEN,False,False,EMANUEL CLEAVER,DEMOCRAT,False,TOTAL,199900,331929,False,20250910,False,60.22
3482,2024,MISSOURI,MO,29,43,34,US HOUSE,5,GEN,False,False,SEAN E. SMITH,REPUBLICAN,False,TOTAL,120957,331929,False,20250910,False,36.44
3486,2024,MISSOURI,MO,29,43,34,US HOUSE,6,GEN,False,False,PAM MAY,DEMOCRAT,False,TOTAL,100999,375186,False,20250910,False,26.92
3487,2024,MISSOURI,MO,29,43,34,US HOUSE,6,GEN,False,False,SAM GRAVES,REPUBLICAN,False,TOTAL,265210,375186,False,20250910,False,70.69
3488,2024,MISSOURI,MO,29,43,34,US HOUSE,7,GEN,False,False,ERIC BURLISON,REPUBLICAN,False,TOTAL,263231,367868,False,20250910,False,71.56
3490,2024,MISSOURI,MO,29,43,34,US HOUSE,7,GEN,False,False,MISSI HESKETH,DEMOCRAT,False,TOTAL,96655,367868,False,20250910,False,26.27
3492,2024,MISSOURI,MO,29,43,34,US HOUSE,8,GEN,False,False,JASON SMITH,REPUBLICAN,False,TOTAL,271249,356064,False,20250910,False,76.18
3493,2024,MISSOURI,MO,29,43,34,US HOUSE,8,GEN,False,False,RANDI MCCALLIAN,DEMOCRAT,False,TOTAL,77649,356064,False,20250910,False,21.81
3495,2024,MONTANA,MT,30,81,64,US HOUSE,1,GEN,False,False,MONICA TRANEL,DEMOCRAT,False,TOTAL,143783,322266,False,20250910,False,44.62
3496,2024,MONTANA,MT,30,81,64,US HOUSE,1,GEN,False,False,RYAN K. ZINKE,REPUBLICAN,False,TOTAL,168529,322266,False,20250910,False,52.29
3497,2024,MONTANA,MT,30,81,64,US HOUSE,2,GEN,False,False,JOHN B. DRISCOLL,DEMOCRAT,False,TOTAL,93713,275545,False,20250910,False,34.01
3498,2024,MONTANA,MT,30,81,64,US HOUSE,2,GEN,False,False,TROY DOWNING,REPUBLICAN,False,TOTAL,181832,275545,False,20250910,False,65.99
3499,2024,NEBRASKA,NE,31,46,35,US HOUSE,1,GEN,False,False,CAROL BLOOD,DEMOCRAT,False,TOTAL,124498,312057,False,20250910,False,39.9
3500,2024,NEBRASKA,NE,31,46,35,US HOUSE,1,GEN,False,False,MIKE FLOOD,REPUBLICAN,False,TOTAL,187559,312057,False,20250910,False,60.1
3501,2024,NEBRASKA,NE,31,46,35,US HOUSE,2,GEN,False,False,DON BACON,REPUBLICAN,False,TOTAL,160198,314567,False,20250910,False,50.93
3502,2024,NEBRASKA,NE,31,46,35,US HOUSE,2,GEN,False,False,TONY VARGAS,DEMOCRAT,False,TOTAL,154369,314567,False,20250910,False,49.07
3503,2024,NEBRASKA,NE,31,46,35,US HOUSE,3,GEN,False,False,ADRIAN SMITH,REPUBLICAN,False,TOTAL,243481,302768,False,20250910,False,80.42
3507,2024,NEVADA,NV,32,88,65,US HOUSE,1,GEN,False,False,DINA TITUS,DEMOCRAT,False,TOTAL,167885,322899,False,20250910,False,51.99
3508,2024,NEVADA,NV,32,88,65,US HOUSE,1,GEN,False,False,MARK ROBERTSON,REPUBLICAN,False,TOTAL,143650,322899,False,20250910,False,44.49
3511,2024,NEVADA,NV,32,88,65,US HOUSE,2,GEN,False,False,GREG KIDD,NO POLITICAL PARTY,False,TOTAL,144064,399584,False,20250910,False,36.05
3514,2024,NEVADA,NV,32,88,65,US HOUSE,2,GEN,False,False,MARK E. AMODEI,REPUBLICAN,False,TOTAL,219919,399584,False,20250910,False,55.04
3515,2024,NEVADA,NV,32,88,65,US HOUSE,3,GEN,False,False,DREW JOHNSON,REPUBLICAN,False,TOTAL,181084,372388,False,20250910,False,48.63
3516,2024,NEVADA,NV,32,88,65,US HOUSE,3,GEN,False,False,SUSIE LEE,DEMOCRAT,False,TOTAL,191304,372388,False,20250910,False,51.37
3517,2024,NEVADA,NV,32,88,65,US HOUSE,4,GEN,False,False,JOHN LEE,REPUBLICAN,False,TOTAL,148061,332206,False,20250910,False,44.57
3519,2024,NEVADA,NV,32,88,65,US HOUSE,4,GEN,False,False,STEVEN HORSFORD,DEMOCRAT,False,TOTAL,174926,332206,False,20250910,False,52.66
3521,2024,NEW HAMPSHIRE,NH,33,12,4,US HOUSE,1,GEN,False,False,CHRIS PAPPAS,DEMOCRAT,False,TOTAL,218577,416562,False,20250910,False,52.47
3523,2024,NEW HAMPSHIRE,NH,33,12,4,US HOUSE,1,GEN,False,False,RUSSELL PRESCOTT,REPUBLICAN,False,TOTAL,185936,416562,False,20250910,False,44.64
3526,2024,NEW HAMPSHIRE,NH,33,12,4,US HOUSE,2,GEN,False,False,LILY TANG WILLIAMS,REPUBLICAN,False,TOTAL,187810,414424,False,20250910,False,45.32
3527,2024,NEW HAMPSHIRE,NH,33,12,4,US HOUSE,2,GEN,False,False,MAGGIE GOODLANDER,DEMOCRAT,False,TOTAL,211641,414424,False,20250910,False,51.07
3532,2024,NEW JERSEY,NJ,34,22,12,US HOUSE,1,GEN,False,False,DONALD NORCROSS,DEMOCRAT,False,TOTAL,208808,361060,False,20250910,False,57.83
3534,2024,NEW JERSEY,NJ,34,22,12,US HOUSE,1,GEN,False,False,"THEODORE \""TEDDY\"" LIDDELL",REPUBLICAN,False,TOTAL,144390,361060,False,20250910,False,39.99
3535,2024,NEW JERSEY,NJ,34,22,12,US HOUSE,2,GEN,False,False,JEFFERSON VAN DREW,REPUBLICAN,False,TOTAL,215946,371620,False,20250910,False,58.11
3536,2024,NEW JERSEY,NJ,34,22,12,US HOUSE,2,GEN,False,False,JOSEPH F. SALERNO,DEMOCRAT,False,TOTAL,153117,371620,False,20250910,False,41.2
3540,2024,NEW JERSEY,NJ,34,22,12,US HOUSE,3,GEN,False,False,HERB CONAWAY,DEMOCRAT,False,TOTAL,202034,379484,False,20250910,False,53.24
3542,2024,NEW JERSEY,NJ,34,22,12,US HOUSE,3,GEN,False,False,RAJESH MOHAN,REPUBLICAN,False,TOTAL,169454,379484,False,20250910,False,44.65
3545,2024,NEW JERSEY,NJ,34,22,12,US HOUSE,4,GEN,False,False,CHRISTOPHER H. SMITH,REPUBLICAN,False,TOTAL,265652,394228,False,20250910,False,67.39
3547,2024,NEW JERSEY,NJ,34,22,12,US HOUSE,4,GEN,False,False,MATTHEW JENKINS,DEMOCRAT,False,TOTAL,124803,394228,False,20250910,False,31.66
3551,2024,NEW JERSEY,NJ,34,22,12,US HOUSE,5,GEN,False,False,JOSH GOTTHEIMER,DEMOCRAT,False,TOTAL,208359,381889,False,20250910,False,54.56
3552,2024,NEW JERSEY,NJ,34,22,12,US HOUSE,5,GEN,False,False,MARY JO GUINCHARD,REPUBLICAN,False,TOTAL,165287,381889,False,20250910,False,43.28
3554,2024,NEW JERSEY,NJ,34,22,12,US HOUSE,6,GEN,False,False,"FRANK PALLONE, JR.",DEMOCRAT,False,TOTAL,170275,303681,False,20250910,False,56.07
3557,2024,NEW JERSEY,NJ,34,22,12,US HOUSE,6,GEN,False,False,SCOTT FEGLER,REPUBLICAN,False,TOTAL,122519,303681,False,20250910,False,40.34
3560,2024,NEW JERSEY,NJ,34,22,12,US HOUSE,7,GEN,False,False,SUE ALTMAN,DEMOCRAT,False,TOTAL,200025,431398,False,20250910,False,46.37
3561,2024,NEW JERSEY,NJ,34,22,12,US HOUSE,7,GEN,False,False,"THOMAS H. KEAN, JR.",REPUBLICAN,False,TOTAL,223331,431398,False,20250910,False,51.77
3562,2024,NEW JERSEY,NJ,34,22,12,US HOUSE,8,GEN,False,False,ANTHONY VALDES,REPUBLICAN,False,TOTAL,68152,196765,False,20250910,False,34.64
3566,2024,NEW JERSEY,NJ,34,22,12,US HOUSE,8,GEN,False,False,ROBERT MENENDEZ,DEMOCRAT,False,TOTAL,116434,196765,False,20250910,False,59.17
3568,2024,NEW JERSEY,NJ,34,22,12,US HOUSE,9,GEN,False,False,BILLY PREMPEH,REPUBLICAN,False,TOTAL,117939,257013,False,20250910,False,45.89
3570,2024,NEW JERSEY,NJ,34,22,12,US HOUSE,9,GEN,False,False,NELLIE POU,DEMOCRAT,False,TOTAL,130514,257013,False,20250910,False,50.78
3571,2024,NEW JERSEY,NJ,34,22,12,US HOUSE,10,GEN,False,False,CARMEN BUCCO,REPUBLICAN,False,TOTAL,54405,244577,False,20250910,False,22.24
3575,2024,NEW JERSEY,NJ,34,22,12,US HOUSE,10,GEN,False,False,LAMONICA MCIVER,DEMOCRAT,False,TOTAL,182020,244577,False,20250910,False,74.42
3577,2024,NEW JERSEY,NJ,34,22,12,US HOUSE,11,GEN,False,False,JOSEPH BELNOME,REPUBLICAN,False,TOTAL,164556,393751,False,20250910,False,41.79
3580,2024,NEW JERSEY,NJ,34,22,12,US HOUSE,11,GEN,False,False,MIKIE SHERRILL,DEMOCRAT,False,TOTAL,222583,393751,False,20250910,False,56.53
3581,2024,NEW JERSEY,NJ,34,22,12,US HOUSE,12,GEN,False,False,BONNIE WATSON COLEMAN,DEMOCRAT,False,TOTAL,196871,321660,False,20250910,False,61.2
3582,2024,NEW JERSEY,NJ,34,22,12,US HOUSE,12,GEN,False,False,DARIUS MAYFIELD,REPUBLICAN,False,TOTAL,117222,321660,False,20250910,False,36.44
3585,2024,NEW MEXICO,NM,35,85,66,US HOUSE,1,GEN,False,False,MELANIE A. STANSBURY,DEMOCRAT,False,TOTAL,193203,342749,False,20250910,False,56.37
3586,2024,NEW MEXICO,NM,35,85,66,US HOUSE,1,GEN,False,False,STEVE JONES,REPUBLICAN,False,TOTAL,149546,342749,False,20250910,False,43.63
3587,2024,NEW MEXICO,NM,35,85,66,US HOUSE,2,GEN,False,False,GABE VASQUEZ,DEMOCRAT,False,TOTAL,138177,265322,False,20250910,False,52.08
3588,2024,NEW MEXICO,NM,35,85,66,US HOUSE,2,GEN,False,False,YVETTE HERRELL,REPUBLICAN,False,TOTAL,127145,265322,False,20250910,False,47.92
3589,2024,NEW MEXICO,NM,35,85,66,US HOUSE,3,GEN,False,False,SHARON E. CLAHCHISCHILLIAGE,REPUBLICAN,False,TOTAL,126085,288427,False,20250910,False,43.71
3590,2024,NEW MEXICO,NM,35,85,66,US HOUSE,3,GEN,False,False,TERESA LEGER FERNANDEZ,DEMOCRAT,False,TOTAL,162342,288427,False,20250910,False,56.29
3594,2024,NEW YORK,NY,36,21,13,US HOUSE,1,GEN,False,False,JOHN P. AVLON,DEMOCRAT,False,TOTAL,181647,410100,False,20250910,False,44.29
3595,2024,NEW YORK,NY,36,21,13,US HOUSE,1,GEN,False,False,NICK LALOTA,REPUBLICAN,False,TOTAL,200802,410100,False,20250910,False,48.96
3598,2024,NEW YORK,NY,36,21,13,US HOUSE,2,GEN,False,False,ANDREW R. GARBARINO,REPUBLICAN,False,TOTAL,180374,339157,False,20250910,False,53.18
3601,2024,NEW YORK,NY,36,21,13,US HOUSE,2,GEN,False,False,ROB LUBIN,DEMOCRAT,False,TOTAL,129937,339157,False,20250910,False,38.31
3608,2024,NEW YORK,NY,36,21,13,US HOUSE,3,GEN,False,False,"MICHAEL J. LIPETRI, JR.",REPUBLICAN,False,TOTAL,161196,363124,False,20250910,False,44.39
3610,2024,NEW YORK,NY,36,21,13,US HOUSE,3,GEN,False,False,THOMAS R. SUOZZI,DEMOCRAT,False,TOTAL,185491,363124,False,20250910,False,51.08
3612,2024,NEW YORK,NY,36,21,13,US HOUSE,4,GEN,False,False,ANTHONY D’ESPOSITO,REPUBLICAN,False,TOTAL,169641,375518,False,20250910,False,45.18
3616,2024,NEW YORK,NY,36,21,13,US HOUSE,4,GEN,False,False,LAURA A. GILLEN,DEMOCRAT,False,TOTAL,190569,375518,False,20250910,False,50.75
3621,2024,NEW YORK,NY,36,21,13,US HOUSE,5,GEN,False,False,GREGORY W. MEEKS,DEMOCRAT,False,TOTAL,168425,231736,False,20250910,False,72.68
3622,2024,NEW YORK,NY,36,21,13,US HOUSE,5,GEN,False,False,PAUL KING,REPUBLICAN,False,TOTAL,56689,231736,False,20250910,False,24.46
3626,2024,NEW YORK,NY,36,21,13,US HOUSE,6,GEN,False,False,GRACE MENG,DEMOCRAT,False,TOTAL,120205,198690,False,20250910,False,60.5
3629,2024,NEW YORK,NY,36,21,13,US HOUSE,6,GEN,False,False,THOMAS J. ZMICH,REPUBLICAN,False,TOTAL,69654,198690,False,20250910,False,35.06
3633,2024,NEW YORK,NY,36,21,13,US HOUSE,7,GEN,False,False,NYDIA M. VELáZQUEZ,DEMOCRAT,False,TOTAL,145141,221779,False,20250910,False,65.44
3638,2024,NEW YORK,NY,36,21,13,US HOUSE,8,GEN,False,False,HAKEEM S. JEFFRIES,DEMOCRAT,False,TOTAL,168036,223804,False,20250910,False,75.08
3639,2024,NEW YORK,NY,36,21,13,US HOUSE,8,GEN,False,False,JOHN J. DELANEY,REPUBLICAN,False,TOTAL,48369,223804,False,20250910,False,21.61
3643,2024,NEW YORK,NY,36,21,13,US HOUSE,9,GEN,False,False,MENACHEM M. RAITPORT,REPUBLICAN,False,TOTAL,51458,235772,False,20250910,False,21.83
3645,2024,NEW YORK,NY,36,21,13,US HOUSE,9,GEN,False,False,YVETTE D. CLARKE,DEMOCRAT,False,TOTAL,173207,235772,False,20250910,False,73.46
3648,2024,NEW YORK,NY,36,21,13,US HOUSE,10,GEN,False,False,DANIEL S. GOLDMAN,DEMOCRAT,False,TOTAL,206206,254556,False,20250910,False,81.01
3651,2024,NEW YORK,NY,36,21,13,US HOUSE,11,GEN,False,False,ANDREA S. MORSE,DEMOCRAT,False,TOTAL,93586,261728,False,20250910,False,35.76
3654,2024,NEW YORK,NY,36,21,13,US HOUSE,11,GEN,False,False,NICOLE MALLIOTAKIS,REPUBLICAN,False,TOTAL,153105,261728,False,20250910,False,58.5
3657,2024,NEW YORK,NY,36,21,13,US HOUSE,12,GEN,False,False,JERROLD NADLER,DEMOCRAT,False,TOTAL,243111,324020,False,20250910,False,75.03
3661,2024,NEW YORK,NY,36,21,13,US HOUSE,13,GEN,False,False,ADRIANO ESPAILLAT,DEMOCRAT,False,TOTAL,181800,218973,False,20250910,False,83.02
3666,2024,NEW YORK,NY,36,21,13,US HOUSE,14,GEN,False,False,ALEXANDRIA OCASIO-CORTEZ,DEMOCRAT,False,TOTAL,118477,192551,False,20250910,False,61.53
3670,2024,NEW YORK,NY,36,21,13,US HOUSE,14,GEN,False,False,TINA FORTE,REPUBLICAN,False,TOTAL,54157,192551,False,20250910,False,28.13
3676,2024,NEW YORK,NY,36,21,13,US HOUSE,15,GEN,False,False,RITCHIE TORRES,DEMOCRAT,False,TOTAL,130392,171095,False,20250910,False,76.21
3679,2024,NEW YORK,NY,36,21,13,US HOUSE,16,GEN,False,False,GEORGE S. LATIMER,DEMOCRAT,False,TOTAL,217668,305079,False,20250910,False,71.35
3680,2024,NEW YORK,NY,36,21,13,US HOUSE,16,GEN,False,False,MIRIAM LEVITT FLISSER,REPUBLICAN,False,TOTAL,86408,305079,False,20250910,False,28.32
3685,2024,NEW YORK,NY,36,21,13,US HOUSE,17,GEN,False,False,MICHAEL LAWLER,REPUBLICAN,False,TOTAL,180924,379508,False,20250910,False,47.67
3686,2024,NEW YORK,NY,36,21,13,US HOUSE,17,GEN,False,False,MONDAIRE L. JONES,DEMOCRAT,False,TOTAL,173899,379508,False,20250910,False,45.82
3689,2024,NEW YORK,NY,36,21,13,US HOUSE,18,GEN,False,False,ALISON ESPOSITO,REPUBLICAN,False,TOTAL,138409,362509,False,20250910,False,38.18
3692,2024,NEW YORK,NY,36,21,13,US HOUSE,18,GEN,False,False,PATRICK RYAN,DEMOCRAT,False,TOTAL,189345,362509,False,20250910,False,52.23
3698,2024,NEW YORK,NY,36,21,13,US HOUSE,19,GEN,False,False,JOSH RILEY,DEMOCRAT,False,TOTAL,170049,377343,False,20250910,False,45.06
3699,2024,NEW YORK,NY,36,21,13,US HOUSE,19,GEN,False,False,MARCUS J. MOLINARO,REPUBLICAN,False,TOTAL,164001,377343,False,20250910,False,43.46
3705,2024,NEW YORK,NY,36,21,13,US HOUSE,20,GEN,False,False,KEVIN M. WALTZ,REPUBLICAN,False,TOTAL,121609,363445,False,20250910,False,33.46
3706,2024,NEW YORK,NY,36,21,13,US HOUSE,20,GEN,False,False,PAUL TONKO,DEMOCRAT,False,TOTAL,200354,363445,False,20250910,False,55.13
3712,2024,NEW YORK,NY,36,21,13,US HOUSE,21,GEN,False,False,ELISE M. STEFANIK,REPUBLICAN,False,TOTAL,195464,348640,False,20250910,False,56.06
3713,2024,NEW YORK,NY,36,21,13,US HOUSE,21,GEN,False,False,PAULA COLLINS,DEMOCRAT,False,TOTAL,121289,348640,False,20250910,False,34.79
3718,2024,NEW YORK,NY,36,21,13,US HOUSE,22,GEN,False,False,BRANDON WILLIAMS,REPUBLICAN,False,TOTAL,142082,356792,False,20250910,False,39.82
3720,2024,NEW YORK,NY,36,21,13,US HOUSE,22,GEN,False,False,JOHN W. MANNION,DEMOCRAT,False,TOTAL,178394,356792,False,20250910,False,50.0
3726,2024,NEW YORK,NY,36,21,13,US HOUSE,23,GEN,False,False,NICHOLAS A. LANGWORTHY,REPUBLICAN,False,TOTAL,213928,375594,False,20250910,False,56.96
3728,2024,NEW YORK,NY,36,21,13,US HOUSE,23,GEN,False,False,THOMAS A. CARLE,DEMOCRAT,False,TOTAL,128397,375594,False,20250910,False,34.19
3731,2024,NEW YORK,NY,36,21,13,US HOUSE,24,GEN,False,False,CLAUDIA TENNEY,REPUBLICAN,False,TOTAL,207078,359407,False,20250910,False,57.62
3733,2024,NEW YORK,NY,36,21,13,US HOUSE,24,GEN,False,False,DAVID WAGENHAUSER,DEMOCRAT,False,TOTAL,123317,359407,False,20250910,False,34.31
3737,2024,NEW YORK,NY,36,21,13,US HOUSE,25,GEN,False,False,GREGG A. SADWICK,REPUBLICAN,False,TOTAL,141195,360633,False,20250910,False,39.15
3738,2024,NEW YORK,NY,36,21,13,US HOUSE,25,GEN,False,False,JOSEPH D. MORELLE,DEMOCRAT,False,TOTAL,200507,360633,False,20250910,False,55.6
3742,2024,NEW YORK,NY,36,21,13,US HOUSE,26,GEN,False,False,ANTHONY G. MARECKI,REPUBLICAN,False,TOTAL,95035,321304,False,20250910,False,29.58
3746,2024,NEW YORK,NY,36,21,13,US HOUSE,26,GEN,False,False,TIMOTHY M. KENNEDY,DEMOCRAT,False,TOTAL,190668,321304,False,20250910,False,59.34
3749,2024,NORTH CAROLINA,NC,37,56,47,US HOUSE,1,GEN,False,False,DONALD G. DAVIS,DEMOCRAT,False,TOTAL,186341,376324,False,20250910,False,49.52
3750,2024,NORTH CAROLINA,NC,37,56,47,US HOUSE,1,GEN,False,False,LAURIE BUCKHOUT,REPUBLICAN,False,TOTAL,180034,376324,False,20250910,False,47.84
3752,2024,NORTH CAROLINA,NC,37,56,47,US HOUSE,2,GEN,False,False,ALAN D. SWAIN,REPUBLICAN,False,TOTAL,128164,405517,False,20250910,False,31.61
3753,2024,NORTH CAROLINA,NC,37,56,47,US HOUSE,2,GEN,False,False,DEBORAH K. ROSS,DEMOCRAT,False,TOTAL,268662,405517,False,20250910,False,66.25
3755,2024,NORTH CAROLINA,NC,37,56,47,US HOUSE,3,GEN,False,False,GHEORGHE CORMOS,LIBERTARIAN,False,TOTAL,72565,320841,False,20250910,False,22.62
3756,2024,NORTH CAROLINA,NC,37,56,47,US HOUSE,3,GEN,False,False,GREGORY F. MURPHY,REPUBLICAN,False,TOTAL,248276,320841,False,20250910,False,77.38
3757,2024,NORTH CAROLINA,NC,37,56,47,US HOUSE,4,GEN,False,False,ERIC BLANKENBURG,REPUBLICAN,False,TOTAL,112084,428780,False,20250910,False,26.14
3759,2024,NORTH CAROLINA,NC,37,56,47,US HOUSE,4,GEN,False,False,VALERIE P. FOUSHEE,DEMOCRAT,False,TOTAL,308064,428780,False,20250910,False,71.85
3760,2024,NORTH CAROLINA,NC,37,56,47,US HOUSE,5,GEN,False,False,CHUCK HUBBARD,DEMOCRAT,False,TOTAL,162390,400694,False,20250910,False,40.53
3761,2024,NORTH CAROLINA,NC,37,56,47,US HOUSE,5,GEN,False,False,VIRGINIA FOXX,REPUBLICAN,False,TOTAL,238304,400694,False,20250910,False,59.47
3762,2024,NORTH CAROLINA,NC,37,56,47,US HOUSE,6,GEN,False,False,ADDISON MCDOWELL,REPUBLICAN,False,TOTAL,233303,337320,False,20250910,False,69.16
3763,2024,NORTH CAROLINA,NC,37,56,47,US HOUSE,6,GEN,False,False,KEVIN E. HAYES,CONSTITUTION,False,TOTAL,104017,337320,False,20250910,False,30.84
3764,2024,NORTH CAROLINA,NC,37,56,47,US HOUSE,7,GEN,False,False,DAVID ROUZER,REPUBLICAN,False,TOTAL,254022,433534,False,20250910,False,58.59
3765,2024,NORTH CAROLINA,NC,37,56,47,US HOUSE,7,GEN,False,False,MARLANDO D. PRIDGEN,DEMOCRAT,False,TOTAL,179512,433534,False,20250910,False,41.41
3766,2024,NORTH CAROLINA,NC,37,56,47,US HOUSE,8,GEN,False,False,JUSTIN E. DUES,DEMOCRAT,False,TOTAL,161709,400349,False,20250910,False,40.39
3767,2024,NORTH CAROLINA,NC,37,56,47,US HOUSE,8,GEN,False,False,MARK HARRIS,REPUBLICAN,False,TOTAL,238640,400349,False,20250910,False,59.61
3768,2024,NORTH CAROLINA,NC,37,56,47,US HOUSE,9,GEN,False,False,NIGEL WILLIAM BRISTOW,DEMOCRAT,False,TOTAL,140852,373077,False,20250910,False,37.75
3769,2024,NORTH CAROLINA,NC,37,56,47,US HOUSE,9,GEN,False,False,RICHARD HUDSON,REPUBLICAN,False,TOTAL,210042,373077,False,20250910,False,56.3
3771,2024,NORTH CAROLINA,NC,37,56,47,US HOUSE,10,GEN,False,False,PAT HARRIGAN,REPUBLICAN,False,TOTAL,233814,406695,False,20250910,False,57.49
3772,2024,NORTH CAROLINA,NC,37,56,47,US HOUSE,10,GEN,False,False,"RALPH R. SCOTT, JR.",DEMOCRAT,False,TOTAL,155383,406695,False,20250910,False,38.21
3775,2024,NORTH CAROLINA,NC,37,56,47,US HOUSE,11,GEN,False,False,CALEB RUDOW,DEMOCRAT,False,TOTAL,186977,432523,False,20250910,False,43.23
